quoted_date,uom,requested_date,qty_G00,id,qty_shipped,knitter,updated_by,job,note,created_date,internal_notes,close_dt,knit_style_base,created_by,seconds,instructions,balance,sched_done_dt,qty_received,knit_start,sched_enter_dt,customer_service_rep,ship_to_processor,active,schedule_status,unit_cost_yarn,machine,knit_version,modified,costing_exception_overridden,knit_price,related_dye_order_plan,purchase_order,sched_done_by,bki,split_from,serial_number,sched_enter_by,status,qty_ordered,ship_to
,lbs,2025-09-19,,6622,,1,9,34394,,2025-09-10 09:05:28.493991,,,"{'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF1088N', 'id': 1089, 'active': 1, 'foreign_id': 2261}",9,,,200,,0,2025-09-11,2025-09-10 09:05:28.493991,1,4.0,1,Required,9.39097,519,"{'created_date': '2025-09-05', 'version': '2', 'active': 1, 'id': 6358, 'knit_style_base': 1089, 'act_yard_cut_wt': None, 'roll_size': '50', 'foreign_id': 8530, 'modified': '2025-09-10 09:04:20.781456', 'price': '1.10', 'target_yard_cut_wt': '10.6', 'created_time': '11:33:55.229649'}",2025-09-10 09:05:28.493991,0,1.10,,,,,,K2509027,9,Open,200,
,lbs,2025-10-02,,6621,,1,52,34389,,2025-09-09 16:53:00.772706,,,"{'active': 1, 'id': 2130, 'foreign_id': 3694, 'base_style': 'CEE2838', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",52,,,4000,,0,2025-09-11,2025-09-09 16:53:00.772706,19,,1,Required,1.53623,201,"{'modified': '2025-09-12 15:26:04.074752', 'price': '1.25', 'target_yard_cut_wt': '42.00', 'created_time': '16:14:46.574802', 'roll_size': '250', 'foreign_id': 8538, 'knit_style_base': 2130, 'act_yard_cut_wt': '42.60', 'created_date': '2025-09-09', 'version': '1D', 'active': 1, 'id': 6365}",2025-09-12 15:28:16.983884,0,1.25,9106.0,,,45471,,K2509026,52,Open,4000,
,lbs,2025-09-23,505,6620,248,1,52,34369,,2025-09-09 13:29:58.49298,,,"{'active': 1, 'id': 2395, 'foreign_id': 4009, 'base_style': 'CEE2840', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",52,,,4247,,753,2025-09-09,2025-09-09 13:29:58.49298,19,,1,Required,1.53724,212,"{'foreign_id': 8534, 'roll_size': '250', 'target_yard_cut_wt': '39.60', 'created_time': '11:08:19.132651', 'modified': '2025-09-09 13:36:57.161446', 'price': '1.25', 'active': 1, 'id': 6361, 'created_date': '2025-09-09', 'version': '1P', 'act_yard_cut_wt': '40.80', 'knit_style_base': 2395}",2025-09-12 17:36:18.526648,0,1.25,9103.0,,,,,K2509025,52,Open,5000,
,lbs,2025-10-07,443,6619,442,1,52,34366,,2025-09-09 11:11:46.443514,,,"{'id': 2257, 'active': 1, 'foreign_id': 3841, 'base_style': 'CEE3050', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",52,,,13865,,885,2025-09-09,2025-09-09 11:11:46.443514,19,,1,Required,1.52919,135,"{'version': '1D', 'created_date': '2025-08-27', 'id': 6346, 'active': 1, 'knit_style_base': 2257, 'act_yard_cut_wt': '31.70', 'roll_size': '250', 'foreign_id': 8516, 'price': '1.25', 'modified': '2025-08-28 08:55:59.555743', 'created_time': '14:14:12.407594', 'target_yard_cut_wt': '31.00'}",2025-09-12 19:26:18.313341,0,1.25,9102.0,,,,,K2509024,52,Open,14750,
,lbs,2025-09-12,,6618,,1,80,34343,,2025-09-08 13:16:20.294973,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CV4811A', 'foreign_id': 5487, 'active': 1, 'id': 3529}",80,,,50,,0,2025-09-10,2025-09-08 13:16:20.294973,16,,1,Required,2.22212,15,"{'version': '1', 'created_date': '2025-09-08', 'id': 6359, 'active': 1, 'knit_style_base': 3529, 'act_yard_cut_wt': None, 'roll_size': '50', 'foreign_id': 8532, 'price': '1.25', 'modified': '2025-09-08 13:12:35.988836', 'created_time': '11:34:25.198091', 'target_yard_cut_wt': '22.00'}",2025-09-08 13:24:55.302958,0,1.25,,,,45463,,K2509023,80,Open,50,
,lbs,2025-09-26,,6617,,1,9,34335,,2025-09-06 11:01:39.576378,,,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '1SM0824-60', 'id': 2982, 'active': 1, 'foreign_id': 4795}",9,,,500,,0,2025-09-22,2025-09-06 11:01:39.576378,1,3.0,1,Required,4.29878,37,"{'roll_size': '80', 'foreign_id': 7318, 'modified': '2025-02-11 13:53:19.809013', 'price': '1.25', 'target_yard_cut_wt': '23.50', 'created_time': '13:46:46.971027', 'created_date': '2024-05-14', 'version': '0', 'id': 5317, 'active': 1, 'knit_style_base': 2982, 'act_yard_cut_wt': '26.04'}",2025-09-06 11:02:09.057392,0,1.25,9094.0,,,,,K2509022,9,Open,500,
,lbs,2025-09-26,,6616,,1,9,34334,,2025-09-06 11:00:18.515454,,,"{'active': 1, 'id': 749, 'foreign_id': 61, 'base_style': '661SM0781', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",9,,,1500,,0,2025-09-15,2025-09-06 11:00:18.515454,1,3.0,1,Required,3.90837,84,"{'modified': '2025-01-13 11:38:49.932044', 'price': '1.50', 'target_yard_cut_wt': '23.50', 'created_time': '10:25:49.325466', 'roll_size': '100', 'foreign_id': 61, 'knit_style_base': 749, 'act_yard_cut_wt': '23.48', 'created_date': '2018-03-26', 'version': '0', 'active': 1, 'id': 1307}",2025-09-06 11:00:37.521606,0,1.50,9093.0,,,,,K2509021,9,Open,1500,
,lbs,2025-11-07,,6615,,1,9,34333,,2025-09-06 10:58:39.482546,,,"{'foreign_id': 290, 'id': 542, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '751SM0780'}",9,,,9900,,0,2025-10-06,2025-09-06 10:58:39.482546,1,3.0,1,Required,3.3911,45,"{'modified': '2023-11-29 22:58:58.768231', 'price': '1.25', 'target_yard_cut_wt': '29.00', 'created_time': '09:59:43.909493', 'roll_size': '125', 'foreign_id': 290, 'knit_style_base': 542, 'act_yard_cut_wt': '28.36', 'created_date': '2018-06-22', 'version': '1', 'id': 1045, 'active': 1}",2025-09-06 10:59:03.51279,0,1.25,9092.0,,,,,K2509020,9,Open,9900,
,lbs,2025-10-17,,6614,,1,9,34332,,2025-09-06 10:56:42.562156,,,"{'active': 1, 'id': 691, 'foreign_id': 221, 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '721SM0627'}",9,,,1700,,0,2025-09-29,2025-09-06 10:56:42.562156,1,3.0,1,Required,4.13447,45,"{'roll_size': '80', 'foreign_id': 2912, 'price': '0.60', 'modified': '2024-02-22 08:45:10.369645', 'created_time': '11:46:10.770839', 'target_yard_cut_wt': '24.5', 'version': '1', 'created_date': '2020-08-25', 'id': 1767, 'active': 1, 'knit_style_base': 691, 'act_yard_cut_wt': '29.04'}",2025-09-06 10:57:17.320269,0,0.60,9091.0,,,,,K2509019,9,Open,1700,
,lbs,2025-10-31,,6613,,1,9,34331,,2025-09-06 10:55:24.987491,,,"{'id': 657, 'active': 1, 'foreign_id': 399, 'base_style': '721SM0470', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",9,,,3400,,0,2025-10-06,2025-09-06 10:55:24.987491,1,3.0,1,Required,4.19,45,"{'roll_size': '80', 'foreign_id': 389, 'price': '0.60', 'modified': '2023-12-08 14:23:47.553408', 'created_time': '16:48:33.114705', 'target_yard_cut_wt': '27.00', 'version': 'U', 'created_date': '2018-07-20', 'id': 1207, 'active': 1, 'knit_style_base': 657, 'act_yard_cut_wt': '25.98'}",2025-09-06 10:55:52.969565,0,0.60,9090.0,,,,,K2509018,9,Open,3400,
,lbs,2025-10-13,,6612,,1,9,34330,,2025-09-06 10:53:45.715029,,,"{'active': 1, 'id': 891, 'foreign_id': 1875, 'base_style': '701SM0824', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",9,,,1300,,0,2025-09-29,2025-09-06 10:53:45.715029,1,3.0,1,Required,4.29989,45,"{'modified': '2025-09-02 13:46:58.952881', 'price': '1.25', 'target_yard_cut_wt': '26.40', 'created_time': '09:54:48.123885', 'roll_size': '80', 'foreign_id': 2611, 'knit_style_base': 891, 'act_yard_cut_wt': '25.72', 'created_date': '2020-05-08', 'version': '0', 'active': 1, 'id': 1545}",2025-09-06 10:54:28.465274,0,1.25,9089.0,,,,,K2509017,9,Open,1300,
,lbs,2025-10-17,,6611,,1,9,34329,,2025-09-06 10:52:06.979902,,,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '641SM0693', 'id': 693, 'active': 1, 'foreign_id': 218}",9,,,800,,0,2025-09-29,2025-09-06 10:52:06.979902,1,3.0,1,Required,4.3046,37,"{'created_date': '2018-05-31', 'version': '0', 'active': 1, 'id': 1245, 'knit_style_base': 693, 'act_yard_cut_wt': '24.38', 'roll_size': '80', 'foreign_id': 214, 'modified': '2024-02-22 08:40:28.19768', 'price': '0.50', 'target_yard_cut_wt': '22', 'created_time': '11:55:52.834119'}",2025-09-06 10:52:39.637087,0,0.50,9088.0,,,,,K2509016,9,Open,800,
,lbs,2025-11-07,,6610,,1,9,34328,,2025-09-06 10:50:17.855538,,,"{'foreign_id': 198, 'id': 505, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': '601SM0654'}",9,,,3100,,0,2025-09-29,2025-09-06 10:50:17.855538,1,3.0,1,Required,4.33042,37,"{'target_yard_cut_wt': '29.00', 'created_time': '14:51:33.186626', 'modified': '2023-11-29 22:59:16.399766', 'price': '0.80', 'foreign_id': 844, 'roll_size': '80', 'act_yard_cut_wt': '26.20', 'knit_style_base': 505, 'id': 996, 'active': 1, 'created_date': '2018-11-06', 'version': '2'}",2025-09-06 10:51:11.111761,0,0.80,9087.0,,,,,K2509015,9,Open,3100,
,lbs,2025-11-07,,6609,,1,9,34327,,2025-09-06 10:48:22.389714,,,"{'foreign_id': 1064, 'id': 211, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '601SM0312'}",9,,,1500,,0,2025-09-29,2025-09-06 10:48:22.389714,1,3.0,1,Required,4.24132,37,"{'created_time': '15:37:10.015726', 'target_yard_cut_wt': '32.80', 'price': '0.50', 'modified': '2025-02-07 09:00:11.655141', 'foreign_id': 3301, 'roll_size': '100', 'act_yard_cut_wt': '30.38', 'knit_style_base': 211, 'id': 1997, 'active': 1, 'version': 'M2', 'created_date': '2021-02-04'}",2025-09-06 10:49:02.176866,0,0.50,9086.0,,,,,K2509014,9,Open,1500,
,lbs,2025-11-07,,6608,,1,5,34326,,2025-09-06 10:46:24.61912,,,"{'id': 422, 'active': 1, 'foreign_id': 644, 'base_style': '1SM0470', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",9,,,11000,,0,2025-09-24,2025-09-06 10:46:24.61912,1,3.0,1,Required,4.19,127,"{'version': '30G', 'created_date': '2018-10-03', 'id': 860, 'active': 1, 'knit_style_base': 422, 'act_yard_cut_wt': '22.58', 'roll_size': '100', 'foreign_id': 692, 'price': '0.60', 'modified': '2023-11-29 22:59:37.035053', 'created_time': '16:46:28.100415', 'target_yard_cut_wt': '19.70'}",2025-09-08 22:37:40.15819,0,0.60,9085.0,,,,,K2509013,9,Open,11000,
,lbs,2025-10-03,,6607,,1,52,34305,,2025-09-05 11:34:41.291269,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4378A', 'foreign_id': 4826, 'id': 3003, 'active': 1}",52,,Serta,1000,,0,2025-09-08,2025-09-05 11:34:41.291269,19,,1,,1.7488,,"{'created_date': '2025-04-22', 'version': '1L', 'active': 1, 'id': 6071, 'knit_style_base': 3003, 'act_yard_cut_wt': '22.10', 'roll_size': '250', 'foreign_id': 8183, 'modified': '2025-04-30 09:40:24.735752', 'price': '0.85', 'target_yard_cut_wt': '24.32', 'created_time': '16:28:28.004098'}",2025-09-05 11:36:02.096144,0,0.85,9084.0,,,,,K2509012,52,Open,1000,
,lbs,2025-09-26,449.3,6606,769,1,5,34304,,2025-09-05 10:07:33.075352,,,"{'id': 2131, 'active': 1, 'foreign_id': 3695, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE2839'}",52,48.7,,3781.7,,1218.3,2025-09-05,2025-09-05 10:07:33.075352,19,,1,Required,1.5356,211,"{'created_time': '10:23:58.924877', 'target_yard_cut_wt': '37.50', 'price': '1.25', 'modified': '2025-09-05 16:17:30.780139', 'foreign_id': 8529, 'roll_size': '250', 'act_yard_cut_wt': '41.82', 'knit_style_base': 2131, 'id': 6357, 'active': 1, 'version': '1DE', 'created_date': '2025-09-05'}",2025-09-12 18:46:08.909077,0,1.25,9083.0,,,,,K2509011,52,Open,5000,
,lbs,2025-09-22,,6605,,1,80,34295,,2025-09-04 15:47:29.371355,,,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT4808', 'id': 3528, 'active': 1, 'foreign_id': 5484}",80,,,450,,0,2025-09-11,2025-09-04 15:47:29.371355,16,,1,Required,0.95,538,"{'roll_size': '50', 'foreign_id': 8524, 'price': '1.00', 'modified': '2025-09-12 14:50:04.531069', 'created_time': '16:54:03.026868', 'target_yard_cut_wt': '17.5', 'version': '0', 'created_date': '2025-09-02', 'active': 1, 'id': 6354, 'knit_style_base': 3528, 'act_yard_cut_wt': '17.555'}",2025-09-04 15:57:21.719595,0,1.00,9081.0,,,45452,,K2509010,80,Open,450,
,lbs,2025-10-10,,6604,,1,5,34287,,2025-09-04 13:20:09.308775,,,"{'base_style': '751SM0780', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'foreign_id': 290, 'id': 542, 'active': 1}",9,,,5000,,0,2025-09-15,2025-09-04 13:20:09.308775,1,3.0,1,Required,3.3911,100,"{'foreign_id': 290, 'roll_size': '125', 'target_yard_cut_wt': '29.00', 'created_time': '09:59:43.909493', 'modified': '2023-11-29 22:58:58.768231', 'price': '1.25', 'active': 1, 'id': 1045, 'created_date': '2018-06-22', 'version': '1', 'act_yard_cut_wt': '28.36', 'knit_style_base': 542}",2025-09-08 22:48:26.458205,0,1.25,9080.0,,,,,K2509009,9,Open,5000,
,lbs,2025-10-03,27,6603,379.3,1,9,34285,,2025-09-04 12:02:28.11132,,,"{'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5500', 'active': 1, 'id': 3410, 'foreign_id': 5330}",9,71.5,,3930.2,,389.8,2025-09-05,2025-09-04 12:02:28.11132,1,4.0,1,Required,4.59504,542,"{'target_yard_cut_wt': '7.50', 'created_time': '09:45:52.30056', 'modified': '2025-09-05 16:45:04.392268', 'price': '1.00', 'foreign_id': 8525, 'roll_size': '40', 'act_yard_cut_wt': '7.835', 'knit_style_base': 3410, 'active': 1, 'id': 6355, 'created_date': '2025-09-03', 'version': 'TUB1'}",2025-09-12 10:36:09.680374,0,1.00,9078.0,,,,,K2509008,9,Open,4320,
,lbs,2025-10-03,540.0,6602,12.1,1,9,34270,,2025-09-03 12:58:02.982768,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'base_style': '71246', 'foreign_id': 495, 'active': 1, 'id': 614}",9,12.1,,5860,,540.0,2025-09-08,2025-09-03 12:58:02.982768,1,1.0,1,Required,7.85144,115,"{'id': 6051, 'active': 1, 'version': 'BB', 'created_date': '2025-04-08', 'act_yard_cut_wt': '12.05', 'knit_style_base': 614, 'foreign_id': 8159, 'roll_size': '50', 'created_time': '11:36:16.78898', 'target_yard_cut_wt': '11.00', 'price': '0.80', 'modified': '2025-07-25 12:58:44.90066'}",2025-09-11 18:01:12.663163,0,0.80,,,,,,K2509007,9,Open,6400,
,lbs,2025-11-28,,6601,,1,5,34269,,2025-09-03 12:57:00.755907,,,"{'foreign_id': 716, 'id': 765, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'base_style': 'DFF446J'}",9,,,11200,,0,2025-10-17,2025-09-03 12:57:00.755907,1,1.0,1,Required,7.35,44,"{'knit_style_base': 765, 'act_yard_cut_wt': '10.22', 'created_date': '2024-01-31', 'version': 'B', 'active': 1, 'id': 5107, 'modified': '2025-09-11 08:36:31.101736', 'price': '0.75', 'target_yard_cut_wt': '8.75', 'created_time': '15:49:41.0976', 'roll_size': '50', 'foreign_id': 7079}",2025-09-08 22:09:12.40019,0,0.75,,,,,,K2509006,9,Open,11200,
